"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"2.5%636","Posey","Residential Improved","Harmony",0.85,0.9,0.94,11.27,15.71,1.01,0,23
"df_sp272","Posey","Residential Improved","Lynn",0.81,0.92,1.01,8.69,12.29,1.03,0,8
"2.5%637","Posey","Residential Improved","Marrs",0.92,0.97,1.01,8.91,10.92,1.02,0,55
"2.5%638","Posey","Residential Improved","Robb",0.88,0.95,0.96,11.25,16.69,1.02,0,21
"2.5%639","Posey","Residential Improved","Robinson",0.9,0.95,0.98,12.35,15.84,1.02,0,43
"1170","Pulaski","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1171","Pulaski","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1172","Pulaski","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp273","Pulaski","Commercial Improved","Countywide",0.81,0.97,1.01,17.92,29.54,1.01,0,18
"2.5%640","Pulaski","Residential Vacant","Countywide",0.7,0.92,0.97,34.69,53.77,1.31,0,39
"df_sp274","Pulaski","Residential Vacant","Franklin",0.41,0.86,1.08,41.06,59.34,1.09,0,13
"df_sp275","Pulaski","Residential Vacant","Rich Grove",0.7,0.74,1.12,18.59,22.39,0.95,0,5
"df_sp276","Pulaski","Residential Vacant","Harrison",0.35,0.89,1.04,46.33,71.92,2.52,0,11
"df_sp277","Pulaski","Residential Vacant","Van Buren",0.92,0.97,1.01,22.21,42.74,1.33,0,10
"2.5%641","Pulaski","Residential Improved","Countywide",0.94,0.95,0.96,13.94,23.91,1.05,0,335
"df_sp278","Pulaski","Residential Improved","Cass",0.79,0.9,0.95,21.66,34.85,1.08,0,19
"df_sp279","Pulaski","Residential Improved","Jefferson",0.9,0.94,0.99,14.61,24.2,1.06,0,17
"df_sp280","Pulaski","Residential Improved","Harrison",0.83,0.94,0.99,16.68,28.46,1,0,9
"2.5%642","Pulaski","Residential Improved","Indian Creek",0.92,0.95,1.02,11.1,14.12,1.03,0,22
"2.5%643","Pulaski","Residential Improved","Monroe",0.93,0.96,0.97,12.18,22.07,1.04,0,146
"2.5%644","Pulaski","Residential Improved","Salem",0.9,0.93,0.97,11.6,21.39,1.03,0,52
"df_sp281","Pulaski","Residential Improved","Tippecanoe",0.87,0.9,0.95,16.63,25.04,1.07,0,18
"2.5%645","Pulaski","Residential Improved","Van Buren",0.95,0.97,1.04,16.45,29.38,1.08,0,27
"2.5%646","Pulaski","Residential Improved","White Post",0.9,0.99,1.06,17.71,25.25,1.11,0,25
"1173","Putnam","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1174","Putnam","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1175","Putnam","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp282","Putnam","Commercial Improved","Countywide",0.85,0.92,0.94,22.42,42.03,1.34,0,17
"df_sp283","Putnam","Commercial Improved","Cloverdale",0.88,0.92,0.95,14.67,33.15,1.12,0,10
"df_sp284","Putnam","Commercial Improved","Greencastle",0.29,0.88,0.94,34.68,60.55,1.45,0,6
"2.5%647","Putnam","Residential Vacant","Countywide",0.89,0.96,1.08,32.93,47.84,1.64,0,49
"2.5%648","Putnam","Residential Vacant","Floyd",0.93,1.01,1.09,25.66,39.35,1.48,0,36
"df_sp285","Putnam","Residential Vacant","Clinton",0.23,0.73,1.08,61.01,71.98,2,0,13
"2.5%649","Putnam","Residential Improved","Countywide",0.87,0.9,0.91,11.36,18.63,1.04,0,341
"2.5%650","Putnam","Residential Improved","Clinton",0.84,0.91,0.97,14.37,24.64,1.07,0,24
"2.5%651","Putnam","Residential Improved","Cloverdale",0.85,0.91,0.96,12.09,18.07,1.06,0,49
"df_sp286","Putnam","Residential Improved","Floyd",0.81,0.88,0.95,9.07,11.59,1.02,0,18
"2.5%652","Putnam","Residential Improved","Franklin",0.83,0.9,0.92,12.78,19.65,1.02,0,29
"2.5%653","Putnam","Residential Improved","Greencastle",0.86,0.9,0.91,11.85,20.1,1.05,0,152
"df_sp287","Putnam","Residential Improved","Jackson",0.8,0.86,0.95,12.98,17.23,1.04,0,10
"df_sp288","Putnam","Residential Improved","Marion",0.83,0.9,0.91,7.2,9.53,1.02,0,15
"df_sp289","Putnam","Residential Improved","Monroe",0.82,0.88,0.93,9.71,13.44,0.99,0,14
"df_sp290","Putnam","Residential Improved","Russell",0.84,0.91,1.06,8.76,12.7,1.01,0,7
"df_sp291","Putnam","Residential Improved","Warren",0.81,0.92,1.01,9.23,10.99,1.05,0,7
"df_sp292","Putnam","Residential Improved","Washington",0.84,0.9,0.93,6.21,7.68,1.02,0,16
"1176","Randolph","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1177","Randolph","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1178","Randolph","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1179","Randolph","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp293","Randolph","Residential Vacant","Countywide",0.09,0.33,0.86,134.63,102.74,10.43,0,13
"2.5%654","Randolph","Residential Improved","Countywide",0.95,0.97,0.99,15.06,21.04,1.05,0,317
"df_sp294","Randolph","Residential Improved","Franklin",0.78,0.99,1.11,13.24,18.35,1.02,0,8
"df_sp295","Randolph","Residential Improved","Green",0.71,1.03,1.05,8.25,15.12,1,0,5
"df_sp296","Randolph","Residential Improved","Greensfork",0.64,0.95,1.2,24.59,33.01,1.05,0,14
"2.5%655","Randolph","Residential Improved","Monroe",0.91,0.95,1.01025,14.87,19.69,1.05,0,64
"df_sp297","Randolph","Residential Improved","Stoney Creek",0.8,0.87,1.1,16.28,20.89,1.08,0,7
"df_sp298","Randolph","Residential Improved","Union",0.81,0.98,1.09,17.17,22.04,1.04,0,15
"2.5%656","Randolph","Residential Improved","Washington",0.87,0.94,1.05,10.61,12.4,1.03,0,22
"2.5%657","Randolph","Residential Improved","Wayne",0.97,1,1.05,14.93,20.94,1.05,0,50
"2.5%658","Randolph","Residential Improved","White River",0.94975,0.97,1,14.92,21.59,1.05,0,132
"1180","Ripley","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1181","Ripley","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1182","Ripley","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%659","Ripley","Commercial Improved","Countywide",0.53,0.77,1.0005,34.88,45.06,1.05,0,22
"2.5%660","Ripley","Residential Vacant","Countywide",0.54,0.76,0.89,46.79,57.88,2.27,0,46
"2.5%661","Ripley","Residential Improved","Countywide",0.85,0.88,0.91,20.11,27.97,1.05,0,177
"2.5%662","Ripley","Residential Improved","Brown",0.75,0.83,0.93,23.12,29.53,1.09,0,43
"2.5%663","Ripley","Residential Improved","Center",0.83,0.93,0.99,26.85,34.06,1.19,0,43
"2.5%664","Ripley","Residential Improved","Adams",0.87,0.89,0.93,13.35,21.84,0.98,0,30
"df_sp299","Ripley","Residential Improved","Johnson",0.71,0.85,0.89,16.79,23.44,1.01,0,19
"2.5%665","Ripley","Residential Improved","Laughery",0.85,0.91,0.94,13.84,21.68,1.01,0,42
"1183","Rush","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1184","Rush","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1185","Rush","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp300","Rush","Commercial Improved","Countywide",0.27,0.53,0.88,66.25,71.21,1.65,0,6
"df_sp301","Rush","Residential Vacant","Countywide",0.51,0.65,1.04,49.75,55.81,1.08,0,6
"2.5%666","Rush","Residential Improved","Countywide",0.95,0.97,0.99,13.09,21.76,1.04,0,204
"2.5%667","Rush","Residential Improved","Rushville",0.95,0.98,0.99,13.16,22.49,1.02,0,116
"2.5%668","Rush","Residential Improved","Anderson",0.94,0.96,0.99,12.99,20.84,1.06,0,88
"1186","Scott","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1187","Scott","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp302","Scott","Commercial Vacant","Countywide",1.02,1.02,1.14,2.51,5.1,1,0,5
"df_sp303","Scott","Commercial Improved","Countywide",0.69,0.82,1.03,27.95,32.83,1.34,0,12
"2.5%669","Scott","Residential Vacant","Countywide",0.68,0.77,0.85,35.7,48.3,1.3,0,76
"2.5%670","Scott","Residential Improved","Countywide",0.88,0.9,0.91,12.01,16.69,1.03,0,317
"df_sp304","Scott","Residential Improved","Finley",0.78,0.89,1.03,14.37,17.07,1.02,0,14
"2.5%671","Scott","Residential Improved","Jennings",0.84975,0.92,0.98,15.6,22.71,1.07,0,50
"2.5%672","Scott","Residential Improved","Johnson",0.75,0.8,0.92,19.59,26.06,1.08,0,26
"2.5%673","Scott","Residential Improved","Lexington",0.84,0.9,0.94,12.69,17.48,1.03,0,49
"2.5%674","Scott","Residential Improved","Vienna",0.88,0.91,0.92,9.59,12.53,1.01,0,178
"1188","Shelby","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1189","Shelby","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1190","Shelby","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp305","Shelby","Commercial Improved","Countywide",0.26,0.73,1,41.71,52.92,1.2,0,8
"2.5%675","Shelby","Residential Vacant","Countywide",0.02,0.03,0.23,810.9,146.7,4.05,0,45
"2.5%676","Shelby","Residential Improved","Countywide",0.9,0.91,0.94025,23.13,33.83,1.13,0,513
"2.5%677","Shelby","Residential Improved","Hanover",0.83,0.95,1.01,18.08,25.78,1.11,0,34
"2.5%678","Shelby","Residential Improved","Jackson",0.91,0.94,1.04,20.02,30.95,1.05,0,29
"2.5%679","Shelby","Residential Improved","Moral",0.83,0.9,0.97,17.05,25.24,1.04,0,50
"2.5%680","Shelby","Residential Improved","Noble",0.78,0.98,1.08,34.33,46.45,1.17,0,26
"2.5%681","Shelby","Residential Improved","Addison",0.88,0.91,0.94,24.35,35.82,1.2,0,303
"df_sp306","Shelby","Residential Improved","Marion",0.86,0.93,1,17.61,28.36,1.04,0,17
"2.5%682","Shelby","Residential Improved","Brandywine",0.77,0.91,1.04,19.66,23.1,1.05,0,20
"2.5%683","Shelby","Residential Improved","Shelby",0.88,0.96,1.07,18.34,25.96,1.05,0,21
"1191","Spencer","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1192","Spencer","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1193","Spencer","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1194","Spencer","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp307","Spencer","Residential Vacant","Countywide",0.27,0.79,1.1,49.77,65.62,1.46,0,9
"df_sp308","Spencer","Residential Vacant","Carter",0.2,0.63,1.02,61.75,74.74,1.5,0,6
"1195","Spencer","Residential Vacant","Clay",NA,NA,NA,NA,NA,NA,NA,3
"2.5%684","Spencer","Residential Improved","Countywide",0.9,0.91,0.92,14.18,28.94,1.07,0,154
"2.5%685","Spencer","Residential Improved","Carter",0.87,0.91,0.99,14.08,24.78,1.07,0,27
"2.5%686","Spencer","Residential Improved","Clay",0.87,0.91,0.93,9.66,19.4,1.03,0,43
"df_sp309","Spencer","Residential Improved","Grass",0.82,0.88,0.98,10.9,15.23,1,0,11
"df_sp310","Spencer","Residential Improved","Hammond",0.93,1.01,1.02,12.39,22.43,1.1,0,9
"df_sp311","Spencer","Residential Improved","Harrison",0.88,0.9,0.95,19.36,33.79,1.09,0,11
"df_sp312","Spencer","Residential Improved","Luce",0.87,0.91,0.99,23.88,44.41,1.14,0,18
"2.5%687","Spencer","Residential Improved","Ohio",0.88,0.9,0.91,13.68,31.34,1.07,0,35
"df_sp313","St. Joseph","Industrial Vacant","Countywide",0.01,0.26,1,82.41,107.02,7.19,0,5
"df_sp314","St. Joseph","Industrial Improved","Countywide",0.38,0.46,0.65,44.33,49.49,1.41,0,17
"df_sp315","St. Joseph","Commercial Vacant","Countywide",0.13,0.44,1.14,86.06,78.5,1.49,0,5
"2.5%688","St. Joseph","Commercial Improved","Countywide",0.54,0.61,0.73,54.15,60.39,1.92,0,106
"2.5%689","St. Joseph","Residential Vacant","Countywide",0.06,0.17,0.35,235.93,123.48,1.9,0,122
"2.5%690","St. Joseph","Residential Improved","Countywide",0.92,0.93,0.94,21.23,33.02,1.07,0,3945
"2.5%691","St. Joseph","Residential Improved","Centre",0.89,0.9,0.92,15.7,25.51,1.04,0,273
"2.5%692","St. Joseph","Residential Improved","Clay",0.9,0.92,0.93,14.92,23.72,1.04,0,560
"2.5%693","St. Joseph","Residential Improved","German",0.88,0.9,0.90025,11.52,18.9,1.02,0,167
"2.5%694","St. Joseph","Residential Improved","Greene",0.87,0.91,1.05,14.17,17.21,1.03,0,31
"2.5%695","St. Joseph","Residential Improved","Harris",0.9,0.91,0.93,12.05,18.21,1.02,0,320
"2.5%696","St. Joseph","Residential Improved","Liberty",0.86,0.9,1.01,24.83,35.04,1.1,0,45
"2.5%697","St. Joseph","Residential Improved","Lincoln",0.84,0.94,1.03,14.52,17.73,1.03,0,26
"df_sp316","St. Joseph","Residential Improved","Madison",0.83,0.9,0.98,11.89,18.83,1.02,0,11
"2.5%698","St. Joseph","Residential Improved","Olive",0.88,0.94,1,19.2,29.2,1.06,0,55
"2.5%699","St. Joseph","Residential Improved","Penn",0.91,0.92,0.94,26.83,40.37,1.1,0,671
"2.5%700","St. Joseph","Residential Improved","Portage",0.95,0.97,0.98,24.13,35.61,1.07,0,1622
"2.5%701","St. Joseph","Residential Improved","Union",0.91,0.95,1.05,24.86,37.91,1.08,0,48
"2.5%702","St. Joseph","Residential Improved","Warren",0.89,0.92,0.94,17.49,31.84,1.03,0,116
"1196","Starke","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1197","Starke","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1198","Starke","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%703","Starke","Commercial Improved","Countywide",0.84,0.92,0.94025,16.96,29.47,1.51,0,22
"2.5%704","Starke","Residential Vacant","Countywide",1.01,1.07,1.12,14.46,19.9,1.13,0,74
"1199","Starke","Residential Vacant","California",NA,NA,NA,NA,NA,NA,NA,4
"df_sp317","Starke","Residential Vacant","Center",1.02,1.14,1.19,9.6,13.8,1.12,0,16
"df_sp318","Starke","Residential Vacant","Davis",0.9,1.03,1.11,16.97,25.15,1.13,0,14
"2.5%705","Starke","Residential Vacant","North Bend",1.01,1.13,1.16,13,19.75,1.16,0,28
"df_sp319","Starke","Residential Vacant","Railroad",0.87,1.06,1.2,10.12,13.79,1.01,0,5
"df_sp320","Starke","Residential Vacant","Washington",0.8,0.91,1.01,18.4,28.05,1.07,0,7
"2.5%706","Starke","Residential Improved","Countywide",0.91,0.92,0.93,11.55,22.36,1.03,0,717
"2.5%707","Starke","Residential Improved","California",0.9,0.92,0.95,10.68,13.86,1.01,0,87
"2.5%708","Starke","Residential Improved","Center",0.91,0.93,0.94,10.71,20.51,1.02,0,196
"2.5%709","Starke","Residential Improved","Davis",0.88,0.91,0.96,17.09,46.03,1.08,0,38
"df_sp321","Starke","Residential Improved","Jackson",0.76,0.93,0.98,8.65,11.86,1.04,0,10
"2.5%710","Starke","Residential Improved","North Bend",0.89,0.91,0.94,15.34,28.58,1.07,0,59
"2.5%711","Starke","Residential Improved","Oregon",0.89,0.92,0.95,12.67,28.48,1.04,0,92
"2.5%712","Starke","Residential Improved","Railroad",0.9,0.93,0.96,8.95,13.42,1.02,0,21
"2.5%713","Starke","Residential Improved","Washington",0.87,0.9,0.96025,11.2,14.22,1.02,0,56
"2.5%714","Starke","Residential Improved","Wayne",0.91,0.92,0.93,10.29,14.04,1.02,0,158
"1200","Steuben","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1201","Steuben","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1202","Steuben","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%715","Steuben","Commercial Improved","Countywide",0.71,0.77,0.88,20.52,25.75,1.04,0,27
"df_sp322","Steuben","Commercial Improved","Pleasant",0.71,0.88,0.98,15.02,18.77,1.02,0,13
"df_sp323","Steuben","Commercial Improved","Clear Lake",0.5,0.76,0.83,21.16,29.82,1.05,0,14
"2.5%716","Steuben","Residential Vacant","Countywide",0.42,0.66,0.9,56.27,64.14,1.23,0,61
"df_sp324","Steuben","Residential Vacant","Pleasant",0.22,0.98,1.1,40.91,66.11,1.54,0,11
"2.5%717","Steuben","Residential Vacant","Clear Lake",0.42,0.66,0.9,54.45,63.78,1.17,0,49
"2.5%718","Steuben","Residential Improved","Countywide",0.92,0.95,0.95,15.93,23.64,1.01,0,456
"2.5%719","Steuben","Residential Improved","Clear Lake",0.9,0.97,1,16.72,24.68,1.01,0,69
"2.5%720","Steuben","Residential Improved","Jackson",0.84,0.92,0.97,21.45,31.12,0.99,0,41
"2.5%721","Steuben","Residential Improved","Jamestown",0.84,0.9,0.99,17.04,23.02,1.05,0,52
"2.5%722","Steuben","Residential Improved","Otsego",0.89,0.94,0.98,13.56,18.64,1.03,0,51
"2.5%723","Steuben","Residential Improved","Pleasant",0.92,0.95,0.98,14.71,23.02,0.99,0,201
"2.5%724","Steuben","Residential Improved","Salem",0.87,0.93,0.98,16.17,24.08,1,0,42
"1203","Sullivan","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1204","Sullivan","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1205","Sullivan","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp325","Sullivan","Commercial Improved","Countywide",0.83,1.1,1.17,18.36,25.53,1.02,0,11
"1206","Sullivan","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%725","Sullivan","Residential Improved","Countywide",0.88,0.93,0.97,13.49,15.91,1.02,0,168
"2.5%726","Sullivan","Residential Improved","Cass",0.87,0.97,1.01,12.38,15.2,1.02,0,52
"df_sp326","Sullivan","Residential Improved","Haddon",0.92,0.99,1.09,12.46,17.37,1.02,0,9
"2.5%727","Sullivan","Residential Improved","Hamilton",0.88,0.91,0.96,13.55,16,1.02,0,107
"1207","Switzerland","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1208","Switzerland","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1209","Switzerland","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp327","Switzerland","Commercial Improved","Countywide",0.89,0.95,1.12,14.78,20.8,1.02,0,6
"1210","Switzerland","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%728","Switzerland","Residential Improved","Countywide",0.88,0.92,0.96025,11.36,13.76,1.03,0,84
"2.5%729","Switzerland","Residential Improved","Craig",0.86,0.92,0.96,11.93,15.39,1.02,0,35
"df_sp328","Switzerland","Residential Improved","Cotton",0.83,0.92,1.11,11.03,13.97,1.03,0,11
"2.5%730","Switzerland","Residential Improved","Jefferson",0.87,0.94,0.99,10.73,12.42,1.03,0,38
"1211","Tippecanoe","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp329","Tippecanoe","Industrial Improved","Countywide",0.55,0.98,1.33,36.58,54.43,2.45,0,10
"2.5%731","Tippecanoe","Commercial Vacant","Countywide",0.05,0.16,0.31,139.84,130.96,1.79,0,20
"2.5%732","Tippecanoe","Commercial Improved","Countywide",0.69,0.75,0.79,46.25,72.1,1.27,0,161
"2.5%733","Tippecanoe","Residential Vacant","Countywide",0.99,1.01,1.03,23.19,40.49,4.69,0,229
"2.5%734","Tippecanoe","Residential Vacant","Fairfield",0.95,0.98,1.01,29.59,49.7,1.48,0,56
"df_sp330","Tippecanoe","Residential Vacant","Perry",0.88,0.97,1.03,28.82,52.64,1.34,0,16
"df_sp331","Tippecanoe","Residential Vacant","Shelby",0.18,0.89,0.95,29.42,54.55,1.31,0,11
"2.5%735","Tippecanoe","Residential Vacant","Tippecanoe",1.03,1.09,1.09,12.7,21.02,1.18,0,63
"2.5%736","Tippecanoe","Residential Vacant","Union",1.04,1.08,1.11,4.6,5.8,1.15,0,26
"2.5%737","Tippecanoe","Residential Vacant","Wabash",0.93,0.96,1.05,29.91,51.9,14.73,0,56
"2.5%738","Tippecanoe","Residential Improved","Countywide",0.88,0.89,0.89,18.55,36.03,1.07,0,3478
"2.5%739","Tippecanoe","Residential Improved","Fairfield",0.85,0.86,0.88,20.77,32.15,1.04,0,1104
"2.5%740","Tippecanoe","Residential Improved","Jackson",0.79,0.89,0.95,34.42,64.24,1.19,0,28
"2.5%741","Tippecanoe","Residential Improved","Lauramie",0.77,0.85,0.92,25.45,32.83,1.06,0,48
"2.5%742","Tippecanoe","Residential Improved","Perry",0.89,0.91,0.93,12.91,21.08,1.02,0,207
"2.5%743","Tippecanoe","Residential Improved","Sheffield",0.86,0.88,0.91,15.97,45.43,1.06,0,72
"2.5%744","Tippecanoe","Residential Improved","Shelby",0.81,0.85,0.94,20.95,32.75,1.09,0,41
"2.5%745","Tippecanoe","Residential Improved","Tippecanoe",0.89,0.89,0.91,15.19,37.44,1.03,0,290
"2.5%746","Tippecanoe","Residential Improved","Union",0.88,0.9,0.92,14.7,25.34,0.97,0,44
"2.5%747","Tippecanoe","Residential Improved","Wabash",0.87,0.88,0.89,20.84,39.31,1.17,0,761
"2.5%748","Tippecanoe","Residential Improved","Wayne",0.72,0.86,0.96,29.96,39.53,1.09,0,21
"2.5%749","Tippecanoe","Residential Improved","Wea",0.89,0.9,0.91,14.4,37.05,1.03,0,811
"1212","Tipton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1213","Tipton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1214","Tipton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp332","Tipton","Commercial Improved","Countywide",0.82,0.88,1.03,20.07,27,1,0,10
"df_sp333","Tipton","Residential Vacant","Countywide",0.65,0.93,1.27,25.23,32.29,1.3,0,6
"2.5%750","Tipton","Residential Improved","Countywide",0.92,0.93,0.95,14.86,19.05,1.03,0,426
"2.5%751","Tipton","Residential Improved","Cicero",0.91,0.94,0.96,14.96,18.89,1.03,0,285
"2.5%752","Tipton","Residential Improved","Jefferson",0.88,0.94,1.01,15.71,22.88,1.05,0,22
"2.5%753","Tipton","Residential Improved","Liberty",0.87,0.93,0.96,13.1,17,1.02,0,57
"2.5%754","Tipton","Residential Improved","Madison",0.77,0.9,1.03,17.28,21.47,1.04,0,24
"2.5%755","Tipton","Residential Improved","Prairie",0.9,0.93,1.03,15.12,19.98,1.07,0,20
"df_sp334","Tipton","Residential Improved","Wildcat",0.89,0.94,1.1,13.7,17.84,1.01,0,18
"1215","Union","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1216","Union","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1217","Union","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp335","Union","Commercial Improved","Countywide",0.49,0.73,0.79,29.79,47.37,1.13,0,6
"1218","Union","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%756","Union","Residential Improved","Countywide",0.9,0.94,0.97,16.94,21.36,1.03,0,143
"2.5%757","Union","Residential Improved","Brownsville",0.86,0.95,0.99,15.48,20.05,1.01,0,37
"2.5%758","Union","Residential Improved","Harrison",0.84,0.96,1.05,19.26,25.42,1.04,0,29
"2.5%759","Union","Residential Improved","Center",0.87,0.93,0.98,16.69,20.59,1.04,0,77
"df_sp336","Vanderburgh","Industrial Vacant","Countywide",0.09,0.35,0.63,41.99,60.32,1.68,0,5
"2.5%760","Vanderburgh","Industrial Improved","Countywide",0.36,0.51,0.55,36.02,49.14,0.8,0,21
"df_sp337","Vanderburgh","Commercial Vacant","Countywide",0.31,0.43,0.61,53.81,65.47,0.99,0,18
"2.5%761","Vanderburgh","Commercial Improved","Countywide",0.53,0.61,0.68,44.35,50.8,1.42,0,178
"2.5%762","Vanderburgh","Commercial Improved","Center",0.41,0.5,0.7,48.84,48.95,1.17,0,40
"2.5%763","Vanderburgh","Commercial Improved","Knight",0.55,0.68,0.76,41.85,50.16,1.72,0,75
"2.5%764","Vanderburgh","Commercial Improved","Pigeon",0.47,0.56,0.72,45.41,51.45,1.17,0,61
"1219","Vanderburgh","Commercial Improved","Armstrong",NA,NA,NA,NA,NA,NA,NA,1
"2.5%765","Vanderburgh","Residential Vacant","Countywide",0.24,0.38,0.47,89.07,89.23,2.31,0,93
"2.5%766","Vanderburgh","Residential Improved","Countywide",0.96,0.96,0.97,15.56,21.31,1.01,0,2820
"2.5%767","Vanderburgh","Residential Improved","Armstrong",0.63,0.71,0.79,24.52,29.56,1.06,0,63
"2.5%768","Vanderburgh","Residential Improved","Center",0.97,0.98,0.99,12.57,17.97,1.01,0,765
"2.5%769","Vanderburgh","Residential Improved","Perry",0.88,0.9,0.93,17.06,21.51,1.03,0,331
"2.5%770","Vanderburgh","Residential Improved","Knight",0.95,0.96,0.98,16.74,22.79,1.02,0,1073
"2.5%771","Vanderburgh","Residential Improved","Pigeon",0.9,0.93,0.95,17.19,21.3,1.03,0,289
"2.5%772","Vanderburgh","Residential Improved","Scott",0.97,0.98,1,11.91,17.72,1.01,0,297
"1220","Vermillion","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1221","Vermillion","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1222","Vermillion","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1223","Vermillion","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp338","Vermillion","Residential Vacant","Countywide",0.56,0.82,1.05,33.73,43.7,1.24,0,14
"2.5%773","Vermillion","Residential Improved","Countywide",0.84,0.9,0.92,15.99,24.29,1.03,0,106
"2.5%774","Vermillion","Residential Improved","Clinton",0.82,0.89,0.92,18.08,27.8,1.04,0,69
"df_sp339","Vermillion","Residential Improved","Eugene",0.83,0.92,0.98,12.01,17,1.05,0,6
"df_sp340","Vermillion","Residential Improved","Helt",0.83,0.95,1.02,11.79,14.77,0.98,0,16
"df_sp341","Vermillion","Residential Improved","Highland",0.78,0.92,1.03,14.92,20.74,1.01,0,10
"df_sp342","Vermillion","Residential Improved","Vermillion",0.79,0.9,0.93,5.18,7.07,1,0,5
"1224","Vigo","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1225","Vigo","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp343","Vigo","Commercial Vacant","Countywide",0.32,0.72,1.36,51,56.85,1.79,0,5
"2.5%775","Vigo","Commercial Improved","Countywide",0.76,0.83,0.96,25.83,32.21,0.85,0,49
"2.5%776","Vigo","Residential Vacant","Countywide",0.93,1.12,1.21,22.42,32.92,1.17,0,22
"2.5%777","Vigo","Residential Improved","Countywide",0.82,0.84,0.86,20.6,25.09,1.07,0,1223
"2.5%778","Vigo","Residential Improved","Fayette",0.73,0.86,1.12,27.3,31.38,1.13,0,30
"2.5%779","Vigo","Residential Improved","Harrison",0.84,0.87,0.88,20.16,24.58,1.07,0,664
