"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"df_sp237","Marion","Residential Vacant","Wayne",0.83,0.94,0.96,5.64,8.65,1,0,7
"2.5%437","Marion","Residential Improved","Countywide",0.94,0.95,0.95,13.53,36.33,1.03,0,16874
"2.5%438","Marion","Residential Improved","Center",0.95,0.96,0.96,13.1,18.17,1.02,0,3989
"2.5%439","Marion","Residential Improved","Decatur",0.91,0.92,0.93,9.25,13.12,1,0,636
"2.5%440","Marion","Residential Improved","Franklin",0.92,0.93,0.94,26.89,83.26,1.14,0,1332
"2.5%441","Marion","Residential Improved","Lawrence",0.94,0.95,0.95,10.32,18.53,1.01,0,1918
"2.5%442","Marion","Residential Improved","Perry",0.94,0.94,0.95,11.52,28.76,1.02,0,1951
"2.5%443","Marion","Residential Improved","Pike",0.93,0.93,0.94,13.96,20.39,1.02,0,1261
"2.5%444","Marion","Residential Improved","Warren",0.94,0.94,0.95,15.8,46.49,1.03,0,2049
"2.5%445","Marion","Residential Improved","Washington",0.95,0.96,0.96,10.38,20.24,1.01,0,2427
"2.5%446","Marion","Residential Improved","Wayne",0.91,0.92,0.93,12.47,17.73,1.01,0,1311
"1164","Marshall","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1165","Marshall","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp238","Marshall","Commercial Vacant","Countywide",0.97,0.99,1,6.94,13.83,0.99,0,6
"df_sp239","Marshall","Commercial Improved","Countywide",0.93,0.98,1.02,7.23,9.7,1.02,0,16
"df_sp240","Marshall","Commercial Improved","Union",0.82,0.99,1.02,5.22,8.34,0.98,0,5
"df_sp241","Marshall","Commercial Improved","Center",0.91,0.93,1.02,6.17,10.53,1.03,0,7
"1166","Marshall","Commercial Improved","Bourbon",NA,NA,NA,NA,NA,NA,NA,0
"2.5%447","Marshall","Residential Vacant","Countywide",0.92,0.97,0.99,8.72,14.52,0.99,0,20
"df_sp242","Marshall","Residential Vacant","Center",0.76,0.97,1.03,13.1,21.26,0.99,0,7
"df_sp243","Marshall","Residential Vacant","Bourbon",0.94,0.97,0.98,6.29,10.48,0.99,0,13
"2.5%448","Marshall","Residential Improved","Countywide",0.93,0.94,0.94,11.07,16.72,1.03,0,584
"2.5%449","Marshall","Residential Improved","Bourbon",0.9195,0.95,1.01,12.53,15.93,1.03,0,35
"2.5%450","Marshall","Residential Improved","German",0.9,0.93,0.97,13.26,20.59,1.02,0,99
"2.5%451","Marshall","Residential Improved","North",0.87,0.93,1,13.48,19.76,1,0,27
"2.5%452","Marshall","Residential Improved","Polk",0.88,0.93,1.00025,12.62,18.27,1.02,0,22
"df_sp244","Marshall","Residential Improved","Tippecanoe",0.91,0.95,1.03,8.47,11.29,1.03,0,12
"2.5%453","Marshall","Residential Improved","Union",0.87,0.93,0.96,10.26,13.27,1.03,0,43
"2.5%454","Marshall","Residential Improved","Walnut",0.9,0.92,0.95,8.83,12.4,1.02,0,45
"2.5%455","Marshall","Residential Improved","West",0.91,0.95,0.97,11.2,15.66,1.01,0,62
"2.5%456","Marshall","Residential Improved","Center",0.93,0.94,0.95,10.08,16.16,1.02,0,239
"1167","Martin","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1168","Martin","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1169","Martin","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp245","Martin","Commercial Improved","Countywide",0.91,0.96,0.99,8.06,10.5,0.98,0,17
"df_sp246","Martin","Residential Vacant","Countywide",0.03,0.95,1.16,27.59,55.24,2.14,0,5
"2.5%457","Martin","Residential Improved","Countywide",0.94,0.97,0.99,9.03,11.98,1.02,0,57
"df_sp247","Martin","Residential Improved","Helbert",0.97,1,1.09,7.97,10.69,1.04,0,11
"2.5%458","Martin","Residential Improved","Perry",0.91,0.96,0.98,8.9,11.99,1.02,0,40
"1170","Miami","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1171","Miami","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1172","Miami","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1173","Miami","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1174","Miami","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%459","Miami","Residential Improved","Countywide",0.89,0.92,0.95,13.79,17.39,1.02,0,173
"2.5%460","Miami","Residential Improved","Peru",0.87,0.92,0.97,14.82,17.95,1.03,0,72
"df_sp248","Miami","Residential Improved","Washington",0.86,0.9,0.98,12.58,17.51,1.02,0,17
"2.5%461","Miami","Residential Improved","Pipe Creek",0.83,0.9,0.98,13.99,18.36,1.02,0,34
"df_sp249","Miami","Residential Improved","Union",0.9,0.96,1.02,9.22,12.12,1.01,0,16
"2.5%462","Miami","Residential Improved","Butler",0.88,0.95,1,12.95,17.17,1.02,0,31
"1175","Monroe","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1176","Monroe","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1177","Monroe","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%463","Monroe","Commercial Improved","Countywide",0.92,0.95,0.98,10.35,12.88,1.01,0,90
"2.5%464","Monroe","Residential Vacant","Countywide",0.85,0.9,0.96,12.13,15.23,1.05,0,47
"2.5%465","Monroe","Residential Improved","Countywide",0.95,0.96,0.97,10.48,15.85,1.01,0,1749
"df_sp250","Monroe","Residential Improved","Bean Blossom",0.88,0.91,0.98,9.45,13.08,1.02,0,13
"2.5%466","Monroe","Residential Improved","Benton",0.86,0.95,1.04,13.39,15.36,1.02,0,32
"2.5%467","Monroe","Residential Improved","Bloomington",0.87,0.9,0.92,11.04,13.35,1.01,0,201
"2.5%468","Monroe","Residential Improved","Clear Creek",0.94,0.95,0.99,12.48,15.84,1.02,0,153
"df_sp251","Monroe","Residential Improved","Indian Creek",0.86,0.95,1.17,9.57,13.04,1.01,0,5
"2.5%469","Monroe","Residential Improved","Perry",0.94,0.95,0.96,10.85,14.11,1.01,0,766
"2.5%470","Monroe","Residential Improved","Richland",0.99,0.99,1,4.97,9.11,1.01,0,349
"df_sp252","Monroe","Residential Improved","Salt Creek",0.77,0.92,0.95,12.52,16.22,1.01,0,17
"2.5%471","Monroe","Residential Improved","Van Buren",0.9,0.94,0.95,12.42,15.66,1.01,0,193
"df_sp253","Monroe","Residential Improved","Washington",0.85,0.91,0.98,10.67,14.3,1.02,0,16
"1178","Montgomery","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1179","Montgomery","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1180","Montgomery","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp254","Montgomery","Commercial Improved","Countywide",0.8,1,1.05,13.24,20.46,0.98,0,11
"1181","Montgomery","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%472","Montgomery","Residential Improved","Countywide",0.94,0.97,0.98,13.92,17.37,1.01,0,301
"2.5%473","Montgomery","Residential Improved","Brown",0.96,1.02,1.07,14.38,17.61,1.01,0,41
"2.5%474","Montgomery","Residential Improved","Madison",0.9,0.96,0.99,12.02,15.4,1.01,0,40
"2.5%475","Montgomery","Residential Improved","Union",0.93,0.96,0.98025,14.07,17.66,1.01,0,220
"1182","Morgan","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1183","Morgan","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp255","Morgan","Commercial Vacant","Countywide",0.71,1,1.02,16.06,22.95,0.98,0,14
"2.5%476","Morgan","Commercial Improved","Countywide",0.93,0.98,1.15,124.98,116.91,1.17,0,25
"2.5%477","Morgan","Residential Vacant","Countywide",0.94,0.97,1,9.72,13.11,1.01,0,193
"2.5%478","Morgan","Residential Vacant","Adams",1,1,1,8.13,12.88,1.02,0,76
"2.5%479","Morgan","Residential Vacant","Ray",0.91,0.96,0.99,10.04,13.36,1.01,0,50
"2.5%480","Morgan","Residential Vacant","Brown",0.9,0.94,0.97,9.77,13.48,1.03,0,32
"2.5%481","Morgan","Residential Vacant","Jackson",0.92,0.97,1.02,10.18,12.93,0.99,0,34
"2.5%482","Morgan","Residential Improved","Countywide",0.92,0.93,0.94,36.84,107.75,1.22,0,1312
"2.5%483","Morgan","Residential Improved","Adams",0.87,0.92,1.05,46.87,116.32,1.26,0,21
"2.5%484","Morgan","Residential Improved","Baker",0.83,0.91,1,17.31,31.07,1,0,24
"2.5%485","Morgan","Residential Improved","Brown",0.9,0.91,0.93,19.48,81.18,1.09,0,227
"2.5%486","Morgan","Residential Improved","Clay",0.9,0.93,0.98,9.68,12.07,1,0,47
"2.5%487","Morgan","Residential Improved","Green",0.89,0.91,0.94,6.99,9.73,1,0,34
"2.5%488","Morgan","Residential Improved","Gregg",0.87,0.92,0.97,13.88,28.25,1.02,0,42
"df_sp256","Morgan","Residential Improved","Harrison",0.9,0.94,1.07,13.02,15.83,1.01,0,16
"2.5%489","Morgan","Residential Improved","Jackson",0.83,0.89,0.93025,12.29,15.46,1,0,43
"2.5%490","Morgan","Residential Improved","Jefferson",0.84925,0.91,0.95,13.73,18.2,1.01,0,31
"2.5%491","Morgan","Residential Improved","Madison",0.91,0.93,0.95,59.47,118.16,1.39,0,355
"2.5%492","Morgan","Residential Improved","Monroe",0.93,0.94,0.96,53.01,80.39,1.37,0,184
"2.5%493","Morgan","Residential Improved","Washington",0.93,0.94,0.96,31.14,137.04,1.15,0,288
"1184","Newton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1185","Newton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1186","Newton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%494","Newton","Commercial Improved","Countywide",0.84975,0.93,1.01,87.41,185.07,1.39,0,30
"2.5%495","Newton","Residential Vacant","Countywide",0.88,0.94,1.05,20.22,23.47,1.02,0,43
"2.5%496","Newton","Residential Improved","Countywide",0.94,0.96,0.97,57.69,144.72,1.39,0,673
"2.5%497","Newton","Residential Improved","Beaver",0.9,0.93,0.99,33.63,111.99,1.16,0,79
"2.5%498","Newton","Residential Improved","Grant",0.88,0.96,1,13.04,17.32,1.03,0,42
"2.5%499","Newton","Residential Improved","Iroquois",0.87,0.94,0.98,14.47,18.37,1.01,0,54
"2.5%500","Newton","Residential Improved","Jefferson",0.92,0.94,0.98,81.22,163.21,1.58,0,133
"2.5%501","Newton","Residential Improved","Lake",0.94,0.97,1.02,77.32,133.5,1.52,0,126
"2.5%502","Newton","Residential Improved","Lincoln",0.95,0.97,0.99,59.63,149.74,1.44,0,236
"1187","Noble","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1188","Noble","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1189","Noble","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%503","Noble","Commercial Improved","Countywide",0.81,0.95,1.04,17.51,23.69,1.03,0,20
"df_sp257","Noble","Residential Vacant","Countywide",0.93,1,1.05,10.85,14.85,1.02,0,18
"2.5%504","Noble","Residential Improved","Countywide",0.94,0.95,0.96,11.63,27.86,1.02,0,1076
"2.5%505","Noble","Residential Improved","Albion",0.88,0.94,1.01,14.52,18.12,1.01,0,46
"2.5%506","Noble","Residential Improved","Allen",0.93,0.95,0.97,9.72,12.9,1.01,0,202
"2.5%507","Noble","Residential Improved","Elkhart",0.88,0.99,1.02,12.69,17.42,1.03,0,32
"2.5%508","Noble","Residential Improved","Green",0.91,0.94,1.01,9.65,13.07,1.02,0,20
"2.5%509","Noble","Residential Improved","Jefferson",0.9,0.96,0.99,8.05,11.59,1.01,0,21
"2.5%510","Noble","Residential Improved","Noble",0.91,0.95,1.01,13.97,18.31,1.01,0,79
"2.5%511","Noble","Residential Improved","Orange",0.91,0.94,0.96,9.44,12.2,1,0,113
"2.5%512","Noble","Residential Improved","Perry",0.93,0.97,0.99,16.11,57.19,1.06,0,101
"2.5%513","Noble","Residential Improved","Sparta",0.92,0.96,1.02,11.65,15.41,0.99,0,32
"2.5%514","Noble","Residential Improved","Swan",0.9,0.96,0.99,9.61,13.93,1.01,0,32
"2.5%515","Noble","Residential Improved","Washington",0.88,0.92,0.98,11.94,15.18,1.03,0,36
"2.5%516","Noble","Residential Improved","Wayne",0.94,0.95,0.97,11.55,31.31,1.02,0,335
"2.5%517","Noble","Residential Improved","York",0.87,0.92,0.97,11.13,13.88,1.02,0,27
"1190","Ohio","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1191","Ohio","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1192","Ohio","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp258","Ohio","Commercial Improved","Countywide",0.86,0.99,1.12,21.06,25.76,1.04,0,17
"2.5%518","Ohio","Residential Vacant","Countywide",0.77,0.88,0.95,17.71,21.88,1.01,0,23
"2.5%519","Ohio","Residential Improved","Countywide",0.89,0.93,0.95,15.06,18.55,1.03,0,203
"2.5%520","Ohio","Residential Improved","Cass",0.84,0.91,0.96,15.76,21.63,1.04,0,32
"2.5%521","Ohio","Residential Improved","Randolph",0.89,0.93,0.95,14.95,17.98,1.02,0,171
"1193","Orange","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1194","Orange","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1195","Orange","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%522","Orange","Commercial Improved","Countywide",0.94,1.02,1.06,9.03,11.78,0.97,0,28
"df_sp259","Orange","Commercial Improved","Orleans",0.93,1.04,1.12,7.05,8.85,1.02,0,6
"df_sp260","Orange","Commercial Improved","Paoli",0.92,0.94,1.03,6.51,8.15,0.98,0,11
"df_sp261","Orange","Commercial Improved","French Lick",0.89,1.06,1.12,10.53,15.29,0.98,0,11
"df_sp262","Orange","Residential Vacant","Countywide",0.9,0.97,1.11,9.91,11.44,1.01,0,17
"df_sp263","Orange","Residential Vacant","French Lick",0.9,0.92,1.11,11.29,12.21,1.01,0,15
"1196","Orange","Residential Vacant","Southeast",NA,NA,NA,NA,NA,NA,NA,0
"2.5%523","Orange","Residential Improved","Countywide",0.92,0.93,0.95,8.27,10.89,1.01,0,129
"2.5%524","Orange","Residential Improved","French Lick",0.87,0.92,0.94,6.19,8.2,1,0,25
"df_sp264","Orange","Residential Improved","Greenfield",0.87,0.97,1.08,11.81,14.33,1.01,0,12
"df_sp265","Orange","Residential Improved","Jackson",0.88,0.96,1.02,10.39,13.16,1.01,0,14
"2.5%525","Orange","Residential Improved","Orleans",0.92,0.93,0.97,6.95,9.96,1.02,0,22
"2.5%526","Orange","Residential Improved","Paoli",0.89,0.92,0.96,8.01,10.96,1.02,0,45
"df_sp266","Orange","Residential Improved","Stampers Creek",0.93,1,1.08,6.45,8.19,1.02,0,8
"1197","Owen","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1198","Owen","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1199","Owen","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp267","Owen","Commercial Improved","Countywide",0.85,0.95,1.04,9.51,13.01,1,0,7
"2.5%527","Owen","Residential Vacant","Countywide",0.71,0.87,0.911249999999999,20.11,24.51,0.97,0,25
"2.5%528","Owen","Residential Improved","Countywide",0.89,0.91,0.92,13.69,17.4,1.02,0,211
"df_sp268","Owen","Residential Improved","Clay",0.78,0.9,0.94,12.54,15.76,1.02,0,19
"df_sp269","Owen","Residential Improved","Franklin",0.74,0.93,1.04,11.86,15.03,1.01,0,8
"df_sp270","Owen","Residential Improved","Harrison",0.75,0.9,1.1,13.97,17.17,1.02,0,5
"2.5%529","Owen","Residential Improved","Jackson",0.86,0.91,0.95,13.3,18.08,1.03,0,29
"df_sp271","Owen","Residential Improved","Jefferson",0.88,0.91,0.92,6.18,9.04,1.02,0,9
"df_sp272","Owen","Residential Improved","Jennings",0.65,0.89,1.02,15.62,19.98,0.99,0,8
"df_sp273","Owen","Residential Improved","Lafayette",0.8,0.91,0.95,13.17,18,1,0,19
"df_sp274","Owen","Residential Improved","Montgomery",0.79,0.93,0.96,12.67,17.87,1.03,0,12
"df_sp275","Owen","Residential Improved","Morgan",0.68,0.9,1.01,14.96,21.27,1,0,7
"df_sp276","Owen","Residential Improved","Taylor",0.68,0.92,1.01,13.3,17.49,0.98,0,8
"2.5%530","Owen","Residential Improved","Washington",0.83,0.9,0.93,14.95,18,1.02,0,62
"2.5%531","Owen","Residential Improved","Wayne",0.80975,0.91,0.94,14.99,19.55,1.01,0,25
"1200","Parke","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1201","Parke","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1202","Parke","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp277","Parke","Commercial Improved","Countywide",0.71,0.99,1.04,17.2,25.36,0.98,0,7
"2.5%532","Parke","Residential Vacant","Countywide",0.75,0.91,1,17.74,22.13,1,0,27
"df_sp278","Parke","Residential Vacant","Union",0.78,0.91,1.03,17.05,22.89,1,0,12
"df_sp279","Parke","Residential Vacant","Adams",0.66,0.94,1.03,17.26,21.93,0.98,0,14
"2.5%533","Parke","Residential Improved","Countywide",0.85975,0.91,0.93,14.33,18,1.01,0,162
"2.5%534","Parke","Residential Improved","Adams",0.84,0.93,0.96,14.5,18.22,1.01,0,76
"2.5%535","Parke","Residential Improved","Florida",0.81,0.91,0.97,14.67,18.87,1,0,24
"df_sp280","Parke","Residential Improved","Reserve",0.81,1.07,1.12,11.74,15.97,1,0,6
"2.5%536","Parke","Residential Improved","Union",0.78,0.91,0.95,13.19,17.01,1,0,35
"2.5%537","Parke","Residential Improved","Greene",0.77,0.85,0.91,13.16,16.85,1,0,21
"1203","Perry","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1204","Perry","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1205","Perry","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp281","Perry","Commercial Improved","Countywide",0.67,0.9,0.94,12.39,17.28,0.99,0,7
"1206","Perry","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%538","Perry","Residential Improved","Countywide",0.89,0.91,0.95,10.38,12.53,1.03,0,122
"df_sp282","Perry","Residential Improved","Anderson",0.89,0.95,1.01,10.42,13.6,1.03,0,17
"2.5%539","Perry","Residential Improved","Troy",0.89,0.9,0.95,10.34,12.42,1.03,0,105
"1207","Pike","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1208","Pike","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1209","Pike","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp283","Pike","Commercial Improved","Countywide",0.91,0.95,0.99,4.32,5.8,1,0,9
"df_sp284","Pike","Residential Vacant","Countywide",0.93,1,1.03,8.08,12.65,0.99,0,6
"2.5%540","Pike","Residential Improved","Countywide",0.92,0.95,0.98,8.48,10.52,1.01,0,103
"df_sp285","Pike","Residential Improved","Clay",0.98,1,1.05,5.9,7.69,1.02,0,15
"2.5%541","Pike","Residential Improved","Jefferson",0.89,0.93,0.96,6.96,9.09,0.99,0,32
"2.5%542","Pike","Residential Improved","Patoka",0.9,0.92,0.96,7.4,9.41,1,0,21
"2.5%543","Pike","Residential Improved","Washington",0.91,0.97,1,9.94,12.69,1.02,0,34
"1210","Porter","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1211","Porter","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1212","Porter","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%544","Porter","Commercial Improved","Countywide",0.9,0.95,0.99,9.36,13.66,1.02,0,27
"df_sp286","Porter","Commercial Improved","Center",0.82,0.95,0.99,7.2,10.55,0.99,0,7
"df_sp287","Porter","Commercial Improved","Portage",0.81,0.96,1.06,11.08,14.3,1.01,0,11
"df_sp288","Porter","Commercial Improved","Boone",0.9,0.95,0.99,8.67,14.64,1.01,0,9
"2.5%545","Porter","Residential Vacant","Countywide",0.89,0.97,0.99,13.84,18.18,1.02,0,80
"2.5%546","Porter","Residential Vacant","Boone",0.88,0.99,1,13.64,18.7,1.03,0,29
"2.5%547","Porter","Residential Vacant","Center",0.83,0.96,0.99,12.94,16.33,1.01,0,34
"df_sp289","Porter","Residential Vacant","Liberty",0.85,0.95,1.01,14.85,19.44,1.01,0,10
"df_sp290","Porter","Residential Vacant","Portage",0.86,0.96,1.21,16.87,21.75,1,0,7
"2.5%548","Porter","Residential Improved","Countywide",0.94,0.95,0.96,13.23,17.46,1.01,0,2210
"2.5%549","Porter","Residential Improved","Boone",0.89,0.96,1,14.34,18.39,1.01,0,68
"2.5%550","Porter","Residential Improved","Center",0.93,0.95,0.96,12.92,16.96,1.01,0,679
"2.5%551","Porter","Residential Improved","Jackson",0.88,0.95,1,14.06,18.09,1,0,59
"2.5%552","Porter","Residential Improved","Liberty",0.95,0.96,0.97,11.46,16.55,1.01,0,117
"2.5%553","Porter","Residential Improved","Morgan",0.9,0.95,1,10.74,13.38,0.99,0,43
"2.5%554","Porter","Residential Improved","Pine",0.81,0.96,1.04,14.53,17.54,1.01,0,24
"2.5%555","Porter","Residential Improved","Pleasant",0.88,0.95,0.98,12.77,16.93,1.01,0,62
"2.5%556","Porter","Residential Improved","Portage",0.93,0.94,0.96,13.68,17.92,1.02,0,609
"2.5%557","Porter","Residential Improved","Porter",0.91,0.95,0.97,12.61,16.65,1.02,0,114
"2.5%558","Porter","Residential Improved","Union",0.92,0.95,0.96,14.27,18.38,1.01,0,128
"2.5%559","Porter","Residential Improved","Washington",0.88,0.95,0.97,11.68,15.37,1,0,49
"2.5%560","Porter","Residential Improved","Westchester",0.92,0.95,0.97,13.81,18.32,1.02,0,258
"1213","Posey","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1214","Posey","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1215","Posey","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp291","Posey","Commercial Improved","Countywide",0.91,0.94,1.01,11.05,14.98,1.02,0,18
"df_sp292","Posey","Commercial Improved","Black",0.88,0.93,1.01,10.06,13.97,0.99,0,10
"df_sp293","Posey","Commercial Improved","Bethel",0.88,0.96,1.2,11.91,16.12,1.03,0,8
"2.5%561","Posey","Residential Vacant","Countywide",0.84,0.92,0.98,9.85,12.24,1.01,0,23
"df_sp294","Posey","Residential Vacant","Bethel",0.79,0.9,0.98,6.4,8.7,0.98,0,5
"df_sp295","Posey","Residential Vacant","Black",0.86,0.95,0.99,10.3,13.02,1.02,0,18
"2.5%562","Posey","Residential Improved","Countywide",0.91,0.92,0.94,12.18,16.59,1.01,0,335
"df_sp296","Posey","Residential Improved","Bethel",0.82,0.94,1.01,12.57,16.43,0.99,0,16
"2.5%563","Posey","Residential Improved","Black",0.89,0.92,0.92,13.71,19.29,1.02,0,150
"2.5%564","Posey","Residential Improved","Center",0.91,0.93,0.99,11.77,16.59,1,0,21
"2.5%565","Posey","Residential Improved","Harmony",0.89,0.91,0.95,9.6,13.19,1.01,0,22
"df_sp297","Posey","Residential Improved","Lynn",0.81,0.92,0.96,7.4,11.05,1.02,0,8
"2.5%566","Posey","Residential Improved","Marrs",0.91,0.94,1,9.24,10.84,1.01,0,55
"2.5%567","Posey","Residential Improved","Robb",0.86,0.93,0.96,12.16,16.93,1.01,0,21
"2.5%568","Posey","Residential Improved","Robinson",0.9,0.94,0.98,11.91,15,1.01,0,42
"1216","Pulaski","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1217","Pulaski","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1218","Pulaski","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp298","Pulaski","Commercial Improved","Countywide",0.83,0.97,1.01,13.63,18.81,1,0,17
"2.5%569","Pulaski","Residential Vacant","Countywide",0.92,0.97,1,12.21,18.16,1,0,26
"df_sp299","Pulaski","Residential Vacant","Franklin",0.86,0.97,1.14,16.51,23.2,0.99,0,7
"df_sp300","Pulaski","Residential Vacant","Rich Grove",0.7,0.74,1.12,18.59,22.39,0.95,0,5
"df_sp301","Pulaski","Residential Vacant","Harrison",0.89,0.96,0.97,9.17,16.98,0.97,0,6
"df_sp302","Pulaski","Residential Vacant","Van Buren",0.97,0.98,1.08,6,9.63,1.05,0,8
"2.5%570","Pulaski","Residential Improved","Countywide",0.94,0.95,0.96,9.51,12.69,1.02,0,300
"df_sp303","Pulaski","Residential Improved","Cass",0.85,0.94,0.95,6.18,8.89,1,0,9
"df_sp304","Pulaski","Residential Improved","Jefferson",0.9,0.94,0.99,9.62,15.12,1.01,0,15
"df_sp305","Pulaski","Residential Improved","Harrison",0.83,0.96,1.02,10.38,15.39,1.01,0,8
"2.5%571","Pulaski","Residential Improved","Indian Creek",0.92,0.96,1.06,10.37,13.09,1.02,0,20
"2.5%572","Pulaski","Residential Improved","Monroe",0.93,0.95,0.97,9.34,12.53,1.01,0,138
"2.5%573","Pulaski","Residential Improved","Salem",0.89,0.93,0.97,9.32,11.55,1.01,0,50
"df_sp306","Pulaski","Residential Improved","Tippecanoe",0.87,0.91,1.05,8.8,11.26,1.02,0,14
"2.5%574","Pulaski","Residential Improved","Van Buren",0.95,0.97,1,9.55,13.61,1.03,0,24
"2.5%575","Pulaski","Residential Improved","White Post",0.89,0.97,1.04,10.24,13.09,1.03,0,22
"1219","Putnam","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1220","Putnam","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1221","Putnam","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp307","Putnam","Commercial Improved","Countywide",0.92,0.92,0.95,7.86,12.21,1.02,0,12
"df_sp308","Putnam","Commercial Improved","Cloverdale",0.88,0.92,0.99,6.94,11.61,1.02,0,8
"1222","Putnam","Commercial Improved","Greencastle",NA,NA,NA,NA,NA,NA,NA,0
"2.5%576","Putnam","Residential Vacant","Countywide",0.87,0.93,0.97,8.95,11.45,0.98,0,28
"2.5%577","Putnam","Residential Vacant","Floyd",0.88,0.92,0.97,8.11,10.51,0.98,0,23
"df_sp309","Putnam","Residential Vacant","Clinton",0.81,0.95,1.17,12.11,15.31,1,0,5
"2.5%578","Putnam","Residential Improved","Countywide",0.86,0.9,0.91,7.76,9.68,1.02,0,313
"2.5%579","Putnam","Residential Improved","Clinton",0.84,0.9,0.94,7.12,8.59,1.03,0,22
"2.5%580","Putnam","Residential Improved","Cloverdale",0.85,0.9,0.94,8.19,9.94,1.02,0,45
"df_sp310","Putnam","Residential Improved","Floyd",0.84,0.9,0.95,7.53,9,1.02,0,17
"2.5%581","Putnam","Residential Improved","Franklin",0.83,0.9,0.92,6.72,8.41,1.02,0,24
"2.5%582","Putnam","Residential Improved","Greencastle",0.86,0.9,0.91,7.93,10.07,1.02,0,141
